filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_count,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
26_12-20.mp4,Вино CAHORS Шато Брю Лягардет выд. кр. сух. (Франция) 0. 75L,2105.26,1529.99,нет,3661710013000,-27%,нет,нет,нет,нет,red,К,2799,2005.0,694.0,2247.0,945.0,3661710013000,2105.26,1999.99,нет,1529.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино Д' АЛИБЕР Вино Ла Ситель Ред орд. кр. п/ сух. (Франция) 0. 75L,1684.20,1199.99,нет,3437540053727,-28%,270101794449,20.1.2026 12:12,026017 - 026018,нет,red,К,8397,2023.0,740.0,2244.0,1012.0,3437540053727,1684.20,1599.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CHATEAU LE DOUTDIEU Шато ле Бурдьё Крю буржуа Медок выдерж. кр. сух. (Франция) 0. 75L,2842.10,2039.99,нет,3578850175171,-28%,270101024047,16.02.2026 10:54,01_026005 - 025007,Сухое,red,Ш,7197,766.0,0.0,953.0,188.0,3578850175171,2842.10,2699.99,нет,2039.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PURE ALTITUDE Пино Нуар кр. сух. (Франция) 0. 75L,2315.78,1499.99,нет,3700619352664,-35%,270101778501,03.02.2026 22:51,025005 - 026007,нет,red,Ш,9996,1999.0,1319.0,2210.0,1550.0,3700619352664,2315.78,2199.99,нет,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PIERRE PLANTEE ординарное кр. сух. (Франция) 0. 75L,2105.29,1199.99,нет,3259354509500,-43%,270101443432,нет,026005 - 026007,Сухое,red,К,1200,2032.0,17.0,2256.0,260.0,3259354509500,2105.29,1999.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LA BAUME SAINT-PAUL Мерло Пэй Д' ОК IGP кр. сух. (Франция) 0. 75L,1999.99,1399.99,нет,3500610042638,-30%,270101495864,13.10.2025 17:37,026005 - 026013,Сухое,red,Ш,400,1973.0,1440.0,2218.0,1683.0,3500610042638,1999.99,нет,нет,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LAURENT CHARDIGNY PINOT NOIR AOP Bourgogne сорт. орд. кр. сух. (Франция) 0. 75L,2421.05,1699.99,нет,3363040800137,-29%,270101680679,16.2.2026 16:54,01_026005 - 026007,Сухое,red,К,3998,2015.0,511.0,2235.0,758.0,3363040800137,2421.05,2299.99,нет,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROBERT CHARTON Бордо AOP кр. сух. (Франция) 0. 75L,1368.42,799.99,нет,3256030010244,-41%,270101364411,24.02.2026 10:52,01_026017 - 026018,Сухое,red,К,400,1986.0,884.0,2214.0,1132.0,3256030010244,1368.42,1299.99,нет,799.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CLAUDE VAL кр. сух. (Франция) 0. 75L,1653.68,1427.99,нет,3760040420295,-13%,270101669467,нет,01_026017 - 026018,Сухое,red,Ш,15594,2003.0,822.0,2221.0,1048.0,3760040420295,1653.68,1570.99,нет,1427.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино BANFI Brunello Di Montalcino мароч. кр. сух. (Италия) 0. 75L,11568.42,5787.99,нет,4690491103135,-49%,270102144940,08.04.2026 1:24,025015 - 025018,Сухое,red,Ш,15594,1984.0,1296.0,2192.0,1512.0,4690491103135,11568.42,10989.99,нет,5787.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LO STRANIERO Пино Неро дель Поджиарелло Эмилия-Романья красное сухое (Италия) 0. 75L,2315.78,1899.99,нет,8003971003393,-17%,270102679238,нет,026005 - 026007,Сухое,red,Ш,15594,2032.0,210.0,2239.0,443.0,8003971003393,2315.78,2199.99,нет,1899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE CURIEUX SOMMELIER Мерло сорт. выдерж. кр. сух. (Франция) 0. 75L,1684.29,1325.99,нет,3263280122351,-21%,270101738426,24.01.2026 12:53,025017 - 025018,Сухое,red,К,15594,761.0,1334.0,937.0,1536.0,3263280122351,1684.29,1599.99,нет,1325.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TENUTA DI BURCHINO Говерно Аль Узо Тоскана ИГТ кр. п/ сух. (Италия) 0. 75L,2894.73,1999.99,нет,8002153227824,-30%,270102737116,6.11.2026 16:08,026005 - 026013,Полусухое,red,Ш,15594,799.0,1751.0,973.0,1925.0,8002153227824,2894.73,2749.99,нет,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PLACIDO Кьянти ординарное сортовое кр. сух. (Италия) 0. 75L,2105.29,1299.99,нет,8011047030600,-38%,270102362837,нет,026017 - 025018,Сухое,red,К,15594,1948.0,1931.0,2144.0,2096.0,8011047030600,2105.29,1999.99,нет,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MININI Монтепульчано д' Абруццо ДОК кр. сух. (Италия) 0. 75L,2105.26,1499.99,нет,8003969315750,-28%,270101075880,нет,025005 - 026007,Сухое,red,К,16793,1997.0,1110.0,2204.0,1338.0,8003969315750,2105.26,1999.99,нет,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PRIMASOLE Примитиво Апулия кр. п/ сух.(Италия) 0. 75L,1894.73,1399.99,нет,4690491103616,-26%,270102082682,нет,026017 - 025018,Полусухое,red,К,13195,2000.0,967.0,2217.0,1198.0,4690491103616,1894.73,1799.99,нет,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,1894.73,1299.99,нет,8051070512049,-31%,270102701074,23.03.2026 15:35,01_026015 - 026016,нет,red,Ш,20392,2000.0,624.0,2208.0,872.0,8051070512049,1894.73,1799.99,нет,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино POGGIO TOSCO Россо Тоскано ИГТ сорт. кр. сух. (Италия) 0. 75L,1578.94,1199.99,нет,8006600103006,-24%,270102770508,03.04.2026 3:08,026015 - 026016,нет,red,К,16393,1986.0,1430.0,2189.0,1650.0,8006600103006,1578.94,1499.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,1894.73,1299.99,нет,8051070512049,-31%,270102701074,23.03.2026 15:35,01_026015 - 026016,нет,red,Ш,19992,1995.0,475.0,2203.0,725.0,8051070512049,1894.73,1799.99,нет,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CUVEE 16 кр. п/ сух. (Италия) 0. 75L,2105.29,1549.99,нет,8008863058710,-26%,270102715431,12.03.2026 12:03,01_026015 - 026016,нет,red,Ш,22791,1991.0,839.0,2184.0,1066.0,8008863058710,2105.29,1999.99,нет,1549.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ASTRALE Неро д' Авола сортовое орд. кр. сух. (Италия) 0. 75L,1768.42,1399.99,нет,8002793019124,-20%,270102739823,нет,026005 - 026007,Сухое,red,К,22791,1961.0,1365.0,2162.0,1571.0,8002793019124,1768.42,1679.99,нет,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PALAZZO NOBILE Кьянти Ризерва марочное кр. сух. (Италия) 0. 75L,1578.94,899.99,нет,8009620803314,-43%,270102747655,12.03.2026 12:03,01_026015 - 026016,Сухое,red,К,22791,2023.0,195.0,2226.0,405.0,8009620803314,1578.94,1499.99,нет,899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TRE PASSO кр. п/сух. (Италия) 0. 75L,2210.52,1733.99,нет,4690491103463,-21%,270102486484,нет,026017 - 025018,Полусухое,red,Ш,22791,793.0,804.0,945.0,1019.0,4690491103463,2210.52,2099.99,нет,1733.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TORREBRUNA Санджовезе Тоскана IGT сортовое кр. п/ сух. (Италия) 0. 75L,1894.73,1499.99,нет,8002153215920,-20%,270102444439,нет,нет,Полусухое,red,К,22791,1936.0,1971.0,2124.0,2141.0,8002153215920,1894.73,1799.99,нет,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино STRANAMENTE ординарное кр. п/сух. (Италия) 0. 75L,1578.94,1349.99,нет,8002153230602,-14%,270102685754,02.02.2026 17:08,025005 - 026007,Полусухое,red,К,22791,815.0,1548.0,980.0,1744.0,8002153230602,1578.94,1499.99,нет,1349.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино DUCA DI SARAGNAMO сорт. выд. IGT Амтулия Алхимия Примитиво кр. п/сух. (Италия) 0. 75L,3157.89,2243.99,нет,8009307012503,-28%,270102711492,нет,026017 - 025018,Полусухое,red,Ш,24390,2030.0,45.0,2212.0,237.0,8009307012503,3157.89,2999.99,нет,2243.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ИЛЬ ВАЛАНДРЕА Гуттурнио Суперьоре дель Поджиарелло Эмилия-Романья DOC кр. сух. (Италия) 0. 75L,2105.26,1699.99,нет,8003971003386,-19%,270102679140,нет,025005 - 026007,Сухое,red,Ш,25590,1984.0,1105.0,2191.0,1351.0,8003971003386,2105.26,1999.99,нет,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино NOBILOMO Марцемино Эмилия - Романья DOC кр. п/ сл. (Италия) 0. 75L,1578.94,1149.99,нет,8027625004642,-27%,270102362960,23.03.2026 15:35,01_026015 - 026016,Полусладкое,red,К,19992,1994.0,327.0,2201.0,562.0,8027625004642,1578.94,1499.99,нет,1149.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SELLATA Примитиво ИГП Алулия сорт. кр. п/сух. (Италия) 0. 75L,1578.94,1399.99,нет,8054754895391,-11%,270102715493,03.04.2026 3:08,026015 - 026016,Полусухое,red,Ш,20392,1997.0,459.0,2200.0,688.0,8054754895391,1578.94,1499.99,нет,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CIELO Sante Rive Вальполичелла ординар. кр. сух. (Италия) 0. 75L,2515.73,1699.99,нет,4690491103517,-32%,270102082688,02.03.2026 0:45,025017 - 026018,Сухое,red,К,27989,1976.0,1380.0,2173.0,1579.0,4690491103517,2515.78,2389.99,нет,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SANTA CRISTINA Тоскана IGT ордин. кр. сух. (Италия) 0. 75L,2526.39,1999.99,нет,8001935361404,-20%,270102240879,03.04.2026 2:57,025015 - 026016,Сухое,red,К,27989,1999.0,426.0,2192.0,642.0,8001935361404,2526.39,2399.99,нет,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CIELO Sante Rive Бардолино ордин. кр. сух. (Италия) 0. 75L,1884.20,1223.99,нет,4690491103630,-35%,270102106792,нет,025017 - 026018,Сухое,red,К,27589,1979.0,1248.0,2173.0,1460.0,4690491103630,1884.20,1789.99,нет,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино Каберне Совиньон ординарное кр. п/сух. (Италия) 0.75L,1884.20,1223.99,нет,4690491103470,-35%,270102882087,04.03.2026 1:00,025017 - 026018,Полусухое,red,К,27589,1170.0,1783.0,1527.0,2092.0,4690491103470,1884.20,1789.99,нет,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROBERTO SAROTTO Monferrato Rosso Пьемонт DOC кр. сух. (Италия) 0.75L,1999.99,1631.99,нет,8028752904096,-18%,270102006725,нет,025017 - 026018,Сухое,red,Ш,25190,1996.0,955.0,2210.0,1214.0,8028752904096,1999.99,1899.99,нет,1631.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино REMOLE Тоскана кр. сух. (Италия) 0. 75L,1999.99,1599.99,нет,4690491210307,-20%,270102086946,нет,026016 - 026016,нет,red,К,30787,1988.0,643.0,2188.0,863.0,4690491210307,1999.99,1899.99,нет,1599.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MAZZEI Poggio Badiola Тоскана выдерж. кр. сух. (Италия) 0.75L,2631.57,1799.99,нет,8016118511156,-31%,270102535511,нет,026017 - 026016,Сухое,red,Ш,30787,1969.0,1082.0,2170.0,1293.0,8016118511156,2631.57,2499.99,нет,1799.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ITALO CESCON Каберне Пиаве DOC/DOP сортовое кр. сух. (Италия) 0.75L,3153.69,1999.99,нет,4610094285489,-36%,270102444427,нет,026017 - 026016,Сухое,red,Ш,30787,1970.0,1589.0,2157.0,1771.0,4610094285489,3153.69,2995.99,нет,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TRESCA Nero d' avola сорт. кр. сух. (Италия) 0.75L,1263.15,899.99,нет,8055731671038,-28%,270102751390,16.02.2026 12:50,21_ПВН,нет,red,нет,30787,1956.0,1983.0,2140.0,2139.0,8055731671038,1263.15,1199.99,нет,899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PICCINI Кьянти Ризерва выдерж. кр. сух. (Италия) 0.75L,1684.19,1299.99,нет,8002793958379,-22%,270102472159,27.02.2026 6:28,01_025017 - 025018,Сухое,red,К,30787,849.0,743.0,1003.0,931.0,8002793958379,1684.19,1599.99,нет,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CASA DEFFRA Колли Беричи Ризерва выд. кр. п/сух. (Италия) 0. 75L,2526.31,1784.99,нет,4690491203293,-29%,270102742435,нет,01_026017 - 026016,Полусухое,red,Ш,27989,1958.0,1810.0,2155.0,1988.0,4690491203293,2526.31,2399.99,нет,1784.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CORTEBALDI Кьянти орд сорт. кр. сух. (Италия) 0.75L,1368.42,999.99,нет,8016608000115,-26%,270102715264,20.02.2026 15:55,01_026015 - 026016,Сухое,red,К,30787,880.0,1725.0,1043.0,1912.0,8016608000115,1368.42,1299.99,нет,999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино DOMINI VENETI Вальп. Классико Супер. Рипассо ла Казетта выд. кр. сух. (Италия) 0. 75L,5894.79,3494.99,нет,4690491116104,-40%,270102735538,03.04.2026 0:06,нет,Полусухое,red,нет,25190,2014.0,333.0,2200.0,519.0,4690491116104,5894.79,5599.99,нет,3494.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SANGRE DE TORO Резерва Темпранильо сорт. выд. кр. сух. (Испания) 0. 75L,1789.47,1199.99,нет,8410113555267,-32%,270102735929,06.03.2026 10:56,01_026015 - 026016,Сухое,red,К,27589,1957.0,1694.0,2158.0,1891.0,8410113555267,1789.47,1699.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино 4 VOLTE Rosso кр. сух. (Италия) 0.75L,1673.68,1199.99,нет,8002793010756,-28%,270102459156,03.04.2026 2:54,025015 - 026016,нет,red,К,26389,827.0,1167.0,968.0,1347.0,8002793010756,1673.68,1589.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PAVONERO Примитиво ди Мандурия сорт. выдерж. кр. п/ сух. (Италия) 0.75L,2421.05,1530.99,нет,8000757005510,-36%,270102663324,21.01.2026 7:48,01_025017 - 026 018,Полусухое,red,К,25989,809.0,1021.0,973.0,1224.0,8000757005510,2421.05,2299.99,нет,1530.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино VESPUCCI Кьянти Классико Тоскана ординарное кр. сух. (Италия) 0.75L,2526.39,1734.99,нет,8009620822285,-31%,270102701190,28.03.2026 0:52,025017 - 026016,Сухое,red,Ш,23590,1949.0,1497.0,2144.0,1694.0,8009620822285,2526.39,2399.99,нет,1734.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MONGRANA DOC Тоскана выдерж. кр. сух. (Италия) 0. 75L,3684.29,2499.99,нет,8031481003435,-32%,270102711329,28.03.2026 0:52,нет,Сухое,red,Ш,26789,828.0,1271.0,975.0,1461.0,8031481003435,3684.20,3499.99,нет,2499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LUMA Сира Сицилия сорт. ординар. кр. п/ сух. (Италия) 0. 75L,2475.79,2039.99,нет,8005374000436,-17%,270102663335,01.02.2026 2:21,026005 - 026007,Полусухое,red,Ш,23190,797.0,751.0,947.0,924.0,8005374000436,2475.79,2351.99,нет,2039.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LUCCARELLI Негроамаро Луккарелли Пулия сорт. ордин. кр. п/ сух. (Италия) 0. 75L,2631.59,1699.99,нет,8019873924551,-35%,270102729890,01.04.2026 3:00,025015 - 026016,Полусухое,red,Ш,27189,107.0,982.0,226.0,1166.0,8019873924551,2631.59,2499.99,нет,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CANTINA DIOMEDE LAMA DI PIETRA Неро ди Троя Пулия сорт. орд. кр. п/сух (Италия) 0. 75L,2526.31,1733.99,нет,8032758710537,-31%,270102586141,14.01.2026 15:58,025017 - 025015,Полусухое,red,Ш,27589,837.0,1421.0,991.0,1612.0,8032758710537,2526.31,2399.99,нет,1733.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино FADO Фадо Резерва выдерж. кр. сух. (Португалия) 0. 75L,2526.31,1835.99,нет,5600353670193,-27%,270103553840,нет,025017 - 026016,Сухое,red,К,30787,899.0,0.0,1062.0,109.0,5600353670193,2526.31,2399.99,нет,1835.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SAN VALENTIN Гарнача кр. сух. (Испания) 0. 75L,1473.63,1099.99,нет,,-25%,270103031659,нет,нет,Сухое,red,К,30787,842.0,395.0,1021.0,572.0,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MATSU EI Recio выдерж. кр. сух. (Испания) 0. 75L,3413.68,2794.99,нет,8437008695891,-18%,270103448126,нет,01_025015 - 026016,Сухое,red,Ш,29588,844.0,892.0,994.0,1080.0,8437008695891,3413.68,3242.99,нет,2794.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PECCATORE Пеккаторе Дору выдерж. кр. сух. (Португалия) 0. 75L,1684.20,1223.99,нет,5604242009491,-27%,270103445734,12.02.2026 4:02,нет,Сухое,red,нет,28388,847.0,578.0,1003.0,748.0,5604242009491,1684.20,1599.99,нет,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PORTAL DEL MONTSANT Сантес кр. сух. (Испания) 0. 75L,2631.57,1699.99,нет,8437008807546,-35%,270103709967,13.10.2025 12:12,026005 - 026013,Сухое,red,Ш,27989,131.0,1194.0,249.0,1360.0,8437008807546,2631.57,нет,нет,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MUCHO MAS кр. п/ сух. (Испания) 0. 75L,1513.69,1199.99,нет,8410702068468,-20%,270103722683,нет,01_025015 - 026016,Полусухое,red,К,31587,2972.0,984.0,3156.0,1231.0,8410702068468,1513.69,1437.99,нет,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROQUETA Эстасьонес Темпранильо орд. сорт. кр. сух. (Испания) 0. 75L,999.99,785.99,нет,8411106085310,-21%,270103740229,нет,026017 - 026013,Сухое,red,К,27989,849.0,447.0,1007.0,623.0,8411106085310,999.99,949.99,нет,785.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SATIS DEI VDT Кастилья кр. сух. (Испания) 0. 75L,1789.47,1239.99,нет,8436033846674,-30%,270103573328,25.01.2026 0:58,025017 - 026016,Сухое,red,К,27189,871.0,215.0,1039.0,391.0,8436033846674,1789.47,1699.99,нет,1239.99,нет,нет,нет,нет,нет,нет
